	transcript	start	end	role	BC	folder	each_role	index
25505	좀 잘 만들어줘야 되지 않나	412.336	414.036	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31222
25506	아	412.476	414.815	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31223
25507	대박 이러면서 좀 칭찬도 해주고	416.214	418.295	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31224
25508	네	416.934	420.737	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31225
25509	그런 생각은 좀 하고 있어요	419.382	420.882	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31226
25510	음 보상이 주어지면 굉장히 많이	420.737	425.746	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31227
25511	내 모습을 인식을 하고 계시네요	426.266	429.066	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31229
25512	네	426.626	429.257	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31230
25513	보상은 어떤 부분에 보상을 주실까요	432.574	434.894	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31231
25514	게 보상이라고 해야 되나 좀	442.202	443.434	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31232
25515	어	442.434	444.42	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31233
25516	그래서 호구를 많이 당했어요 막	459.659	462.212	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31234
25517	하하하하	460.099	462.889	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31235
25518	정작 제 건 못 챙기고	465.569	466.989	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31236
25519	저는 그런 거에서 보상을 느껴서	468.323	471.203	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31238
25520	으응	468.723	472.665	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31239
25521	좋아하면 좋아하는 거 같아요 저도	475.404	477.084	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31240
25522	너무 좋다 이게 나지 이러면서	488.551	490.391	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31242
25523	내가 노력해서	489.431	493.281	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31243
25524	아 좀 이상한 놈이죠	492.361	494.241	client	0	40	['cs', 'ct', 'ct', 'ct', 'ct']	31244
25525	공유를 하는 게 아니라 바치는	497.859	500.419	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31245
25526	봐 막 안 하는데 모르겠어요	507.384	511.022	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31246
25527	인정을 하는 그런 부분이 보상이신가요	519.677	523.037	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31247
25528	좀 그것도 있는 거 같고	524.44	526.48	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31248
25529	어	524.64	527.115	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31249
25530	뭐 그런 것도 있고 그쵸	534.174	536.414	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31250
25531	너 잘했어 하는 식으로 학점을	537.73	539.25	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31252
25532	주는	538.29	539.65	client	1	40	['ct', 'ct', 'ct', 'cs', 'ct']	31254
25533	응응응	538.49	540.818	counselor	0	40	['ct', 'ct', 'cs', 'ct', 'cs']	31255
25534	많이 맞아본 적이 없어서 아직은	543.039	544.959	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31256
25535	네	543.599	545.759	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31258
25536	칭찬해 주고 관심 가져 주고	551.079	553.999	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31259
25537	네	551.399	554.028	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31260
25538	그런 욕구가 조금 있으신 편인가요	555.119	558.119	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31261
25539	그런 거 같아요 좀	557.399	559.974	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31262
25540	그렇게 안 해주면 안 하나	566.585	569.385	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31264
25541	어 그러니까 타인으로부터 어떤 칭찬	568.32	572.803	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31265
25542	네	570.543	572.968	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31266
25543	강화가 되면 굉장히 동기부여가 돼서	575.763	580.243	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31267
25544	굉장히 열심히 할 수 있는	582.043	583.643	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31269
25545	네	582.523	584.281	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31270
25546	그러셨구나 그런 석규님이 어떻게 느껴지세요	585.521	589.523	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31271
25547	일단은 저는 그래도 제가 좋아요	591.628	594.071	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31272
25548	하하하하	592.348	595.255	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31273
25549	재미있는 거 좋아하는 거 있고	596.332	598.332	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31274
25550	나 계속 불러주는 친구들도 있고	601.858	603.858	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31276
25551	하하하하하하	602.098	605.204	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31277
25552	이상한 생각하다가도 그냥 재미있고 그래가지고	610.261	612.981	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31278
25553	이상하게 한 거 같은데 그쵸	621.414	622.909	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31280
25554	아니요	621.694	624.477	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31281
25555	맞지 않게 대답한 거 같은데	624.567	625.847	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31282
25556	아니에요	624.727	626.872	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31283
25557	아니에요	624.887	626.509	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31284
25558	나를 굉장히 긍정적으로 보고 계세요	633.56	635.84	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31285
25559	그럼 안 되는데 좀	634.96	637.155	client	0	40	['cs', 'ct', 'ct', 'ct', 'ct']	31286
25560	왜	636.055	637.273	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31287
25561	더	636.195	637.355	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31288
25562	안	636.755	637.553	counselor	0	40	['ct', 'ct', 'cs', 'ct', 'cs']	31289
25563	열심히	637.035	637.675	client	0	40	['ct', 'cs', 'ct', 'cs', 'ct']	31290
25564	되세요	637.073	638.153	counselor	0	40	['cs', 'ct', 'cs', 'ct', 'cs']	31291
25565	열심히 살아야 되는데 아직은 아직은	638.436	641.756	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31292
25566	좋게 느껴지는데 아쉬운 부분만 조금	653.911	660.545	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31293
25567	네	654.351	660.288	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31294
25568	긍정적이고 굉장히 막 에너지 넘치시는	665.665	669.185	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31295
25569	네	666.545	669.311	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31296
25570	예 에너지가 좀 있으신 편이신가요	669.185	672.025	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31297
25571	그쵸 실행력 하나는 또 네	672.122	674.942	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31298
25572	그렇죠	672.462	675.519	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31299
25573	이것저것 다 해보는 편이라	674.999	676.988	client	0	40	['cs', 'ct', 'ct', 'ct', 'ct']	31300
25574	굉장히 저는 참 좋으네요 그럼에도	679.64	683.51	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31301
25575	그런가요	680.28	684.015	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31302
25576	불구하고 저는 제가 좋아요	683.075	685.43	counselor	1	40	['ct', 'cs', 'cs', 'cs', 'cs']	31303
25577	네	683.51	685.687	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31304
25578	이 고백이	684.07	687.91	counselor	1	40	['cs', 'cs', 'ct', 'cs', 'cs']	31305
25579	네	684.35	687.957	client	0	40	['cs', 'ct', 'cs', 'cs', 'ct']	31306
25580	굉장히 좀 긍정적으로 좀 다가오거든요	691.35	697.27	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31307
25581	아 또 그렇다	692.95	697.128	client	0	40	['cs', 'cs', 'ct', 'ct', 'ct']	31308
25582	네	693.67	698.15	counselor	1	40	['cs', 'ct', 'ct', 'ct', 'cs']	31309
25583	네	696.068	698.794	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31310
25584	부분을 좀 게을러서 아쉬웠던 부분을	703.308	707.348	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31311
25585	네	704.868	708.004	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31312
25586	지금도 잘하고 계시네요 운이 좋아서	717.863	721.763	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31313
25587	학기 초니까 끝까지 가는 네	723.309	725.997	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31314
25588	걸로 인해서 경험이 좀 있으신가요	730.534	732.574	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31315
25589	아 성취감	731.054	735.553	client	1	40	['cs', 'cs', 'cs', 'ct', 'ct']	31316
25590	끈기 성취감으로는 그래도 있거든요	735.525	738.138	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31318
25591	응	735.661	744.234	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31319
25592	좀 장기간으로 가면은 많이 떨어지더라고요	741.192	744.58	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31320
25593	응	741.372	745.714	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31321
25594	이제 맞아요	743.02	748.056	client	0	40	['ct', 'ct', 'cs', 'ct', 'ct']	31322
25595	이야기를 좀 해보시는 건 어떠세요	749.648	752.008	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31323
25596	점심시간 학생 고등학생 때는 이제	760.538	764.161	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31324
25597	점심시간 때마다 동아리	763.801	765.978	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31326
25598	영상 만드는 거 배워서 대회	778.781	781.307	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31328
25599	막 상을 탄 적도 있고	782.247	783.387	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31330
25600	성취감이 좀 있어요 학업적으로는 없고	784.664	788.546	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31332
25601	이제 이것저것 많이 준비를 해보고	791.115	793.795	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31334
25602	음	791.675	796.036	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31335
25603	교육 같은 것도 받아보기도 하고	794.141	796.221	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31336
25604	음	794.541	796.956	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31337
25605	이제 상금을 받아서 너무 좋았다	799.518	801.651	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31338
25606	으음	799.678	803.043	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31339
25607	내가 한	800.431	803.186	client	2	40	['ct', 'ct', 'cs', 'ct', 'ct']	31340
25608	하하	800.651	805.523	counselor	0	40	['ct', 'cs', 'ct', 'ct', 'cs']	31341
25609	네 좀 그런 성취감 정도	805.379	808.039	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31342
25610	음	805.479	808.62	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31343
25611	네	805.639	808.319	client	0	40	['ct', 'ct', 'ct', 'cs', 'ct']	31344
25612	관심이 많이 있잖아요 학업뿐만 아니라	813.26	815.86	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31345
25613	네	813.54	816.074	client	1	40	['cs', 'cs', 'cs', 'cs', 'ct']	31346
25614	그쵸 막	820.18	823.493	client	1	40	['cs', 'cs', 'cs', 'ct', 'ct']	31348
25615	하다 보면 밤을 새 있어요	837.02	838.18	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31350
25616	길게도 해보고 싶어요 길게 빠져서	848.789	851.206	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31352
25617	푸는데 전공 공부를 할 때	869.463	871.663	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31354
25618	푸는데 한시간 두시간씩 잡아야 되거든요	873.023	875.622	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31356
25619	가득 채워서 푼단 말이에요 문제를	879.836	881.536	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31358
25620	그런 문제가 이제	881.056	883.394	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31360
25621	아	881.238	885.398	counselor	0	40	['cs', 'ct', 'ct', 'ct', 'cs']	31361
25622	백문제씩 있어요 한 한 시험당	883.304	886.64	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31362
25623	교수님 못지않게 이해했다 할 정도로	896.715	898.795	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31364
25624	하는 친구도 실제로 있고 근데	900.565	902.485	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31366
25625	음	900.845	903.456	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31367
25626	치는 그런 사람이 됐으면 좋겠어요	916.55	918.47	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31368
25627	아	916.95	918.772	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31369
25628	후회 없이	917.51	919.546	client	1	40	['ct', 'ct', 'cs', 'ct', 'ct']	31370
25629	뒤에 제 미래 미래였으면 좋겠네요	937.435	939.395	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31372
25630	자 그러셨구나	937.795	943.767	counselor	1	40	['ct', 'ct', 'ct', 'cs', 'cs']	31373
25631	그런 나 그건 어떻게 느껴지시나요	966.405	970.685	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31375
25632	그거를 한 번도 제대로 안	992.048	993.548	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31376
25633	해봤다는 건 좀	993.468	994.262	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31378
25634	바쁜데 얕지만 넓은 스펙트럼을 자랑하는	1006.599	1010.661	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31380
25635	내가 좋아요 그게 그 고백이	1019.486	1023.21	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31381
25636	네	1019.766	1024.401	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31382
25637	어 학업에만 몰두를	1021.69	1024.93	counselor	0	40	['cs', 'ct', 'cs', 'cs', 'cs']	31383
25638	네	1022.861	1026.201	client	0	40	['ct', 'cs', 'cs', 'cs', 'ct']	31384
25639	나올 수 있었을까요 어떻게 다가오실까요	1027.93	1031.85	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31385
25640	그냥 한쪽만 스펙트럼이 넓은 게	1040.004	1043.304	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31386
25641	아	1040.864	1045.499	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31387
25642	이렇게 한 것도 나쁘지 않은데	1044.167	1045.487	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31388
25643	싶긴 하죠 너무 재밌으니까 다	1052.334	1054.727	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31390
25644	솔직히 말해서	1053.767	1055.367	client	0	40	['ct', 'ct', 'cs', 'ct', 'ct']	31392
25645	굉장히 즐겁게	1054.594	1059.727	counselor	1	40	['cs', 'ct', 'ct', 'cs', 'cs']	31393
25646	즐겁게 하시는 게 그니까 다양한	1059.727	1063.207	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31395
25647	부분을 굉장히 즐겁게 하고 계세요	1065.007	1068.127	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31397
25648	굉장히 즐거워하는 부분 그 부분을	1079.987	1083.047	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31399
25649	그쵸	1080.467	1083.345	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31400
25650	것 같은데 그거는 어떻게 나를	1085.007	1089.087	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31401
25651	바라볼 수 있을까요	1088.807	1090.167	counselor	0	40	['cs', 'ct', 'cs', 'cs', 'cs']	31403
25652	지금이 더 좋은 것 같아요	1103.118	1104.518	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31404
25653	아 지금이 더 좋다고	1103.998	1107.294	counselor	0	40	['ct', 'cs', 'cs', 'cs', 'cs']	31405
25654	네	1105.634	1107.816	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31406
25655	느껴지세요	1106.334	1108.254	counselor	0	40	['cs', 'cs', 'cs', 'ct', 'cs']	31407
25656	뭐 그것보다는	1106.934	1109.096	client	1	40	['cs', 'ct', 'cs', 'ct', 'ct']	31408
25657	네 어우	1107.294	1112.83	counselor	0	40	['cs', 'ct', 'ct', 'cs', 'cs']	31409
25658	그것보다는	1107.816	1112.358	client	1	40	['ct', 'ct', 'cs', 'cs', 'ct']	31410
25659	음	1108.216	1113.51	counselor	0	40	['ct', 'cs', 'cs', 'ct', 'cs']	31411
25660	할 수 있지 않았을까 막	1115.748	1117.508	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31412
25661	누워서 유튜브 보는 시간만 줄여도	1118.412	1120.092	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31414
25662	부분 조금인 것 같아요 조금인	1130.142	1133.227	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31415
25663	많이	1131.147	1133.428	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31416
25664	것	1131.547	1133.547	counselor	1	40	['cs', 'cs', 'cs', 'ct', 'cs']	31417
25665	네네	1131.867	1134.087	client	0	40	['cs', 'cs', 'ct', 'cs', 'ct']	31418
25666	성적은 잘 나오고 있기 때문에	1143.25	1145.61	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31419
25667	거에 비해서는 잘 나온다 이거죠	1145.408	1146.848	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31420
25668	네에	1145.768	1147.57	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31421
25669	잘 나온다는 건 아니고	1146.77	1149.626	client	0	40	['cs', 'ct', 'ct', 'ct', 'ct']	31422
25670	더 이제 채워가시면 그 아쉬움마저도	1151.977	1156.617	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31423
25671	행복을 느끼고 계시는 게 느껴져요	1165.748	1167.948	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31425
25672	전 이것저것 진짜	1166.868	1170.757	client	0	40	['cs', 'cs', 'ct', 'ct', 'ct']	31426
25673	가장 좀 행복한 나로 느껴지실까요	1173.352	1176.312	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31427
25674	그걸 잘 모르겠어요 사실 어저께는	1178.393	1180.713	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31428
25675	응	1178.793	1181.248	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31429
25676	공부를 하고 온 거긴 한데	1184.747	1186.347	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31430
25677	물론 좀 졸긴 했지만 밤에	1191.892	1193.652	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31432
25678	음 음	1192.532	1198.918	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31433
25679	때 밤샐 때도 좋았고 아니면은	1200.753	1202.957	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31434
25680	음	1200.913	1202.892	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31435
25681	전 축구를 좋아해가지고	1202.117	1204.557	client	1	40	['ct', 'cs', 'ct', 'ct', 'ct']	31436
25682	네	1202.152	1205.178	counselor	0	40	['cs', 'ct', 'ct', 'ct', 'cs']	31437
25683	보러 갈 때도 너무 행복했고	1209.499	1211.179	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31438
25684	느는 게 느껴질 때가 있잖아요	1224.083	1225.403	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31440
25685	그렇죠	1224.243	1226.202	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31441
25686	그때 성취감을 느꼈고 노래	1225.602	1228.144	client	1	40	['cs', 'ct', 'ct', 'ct', 'ct']	31442
25687	먼저 가자 하는 사람이 됐고	1233.741	1235.341	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31444
25688	음	1234.101	1236.418	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31445
25689	찰 수 있을 실력이 됐으니까	1249.422	1251.502	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31446
25690	음	1249.702	1252.464	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31447
25691	성취감 느껴질 때 너무 좋았죠	1254.921	1256.761	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31448
25692	좀 카타르시스를 느끼는 것 같아요	1262.23	1266.682	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31450
25693	살짝	1265.522	1267.002	client	1	40	['ct', 'ct', 'ct', 'cs', 'ct']	31452
25694	음 성취감을 느낄 때	1266.682	1271.855	counselor	0	40	['ct', 'cs', 'cs', 'cs', 'cs']	31453
25695	네 뭔가 진전된 걸 느꼈을	1271.254	1273.354	client	2	40	['ct', 'ct', 'ct', 'ct', 'ct']	31454
25696	때	1272.234	1273.794	client	2	40	['ct', 'ct', 'ct', 'cs', 'ct']	31456
25697	응 내가 좀 성장하고 있구나	1273.439	1276.101	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31457
25698	이때보단 낫다	1274.821	1277.21	client	0	40	['cs', 'cs', 'cs', 'ct', 'ct']	31458
25699	어 그런 거를 느낄 때	1277.206	1279.386	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31459
25700	네	1277.666	1281.463	client	0	40	['cs', 'cs', 'cs', 'cs', 'ct']	31460
25701	굉장히 이제 좀	1278.426	1281.706	counselor	3	40	['cs', 'ct', 'cs', 'cs', 'cs']	31461
25702	그쵸	1278.803	1282.063	client	0	40	['ct', 'cs', 'cs', 'cs', 'ct']	31462
25703	성취감도 느끼고 행복하고	1280.506	1283.706	counselor	0	40	['cs', 'ct', 'cs', 'cs', 'cs']	31463
25704	면에서 더 느껴보고 싶고 이제	1285.218	1287.778	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31464
25705	아닐까라는 생각이 좀 들어 들어요	1292.492	1295.612	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31465
25706	아쉬운 부분 당연히 조금 있지만	1314.532	1317.532	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31467
25707	항상 있죠	1315.732	1317.837	client	0	40	['cs', 'cs', 'cs', 'ct', 'ct']	31468
25708	네	1316.132	1318.492	counselor	0	40	['cs', 'cs', 'ct', 'ct', 'cs']	31469
25709	흑역사도 가끔 생각나면 아악 이러고	1317.837	1320.237	client	0	40	['ct', 'ct', 'ct', 'ct', 'ct']	31470
25710	이제 항상 많이 웃으시는 모습이	1333.251	1337.531	counselor	3	40	['cs', 'cs', 'cs', 'cs', 'cs']	31471
25711	네 그러셨군요	1336.171	1343.129	counselor	0	40	['cs', 'cs', 'ct', 'cs', 'cs']	31473
25712	쭉쭉 늘어나고 있으니까 또 혼자서	1344.074	1346.074	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31474
25713	음	1344.354	1348.911	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31475
25714	수 있을 때 웃어둬야죠 계속	1347.724	1349.284	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31476
25715	웃어야 되겠다는 생각이 좀 드네요	1357.612	1359.532	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31477
25716	있어요 제가 전공이 좀 비주류다보니까	1365.291	1368.403	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31478
25717	음	1365.543	1368.7	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31479
25718	이제 일년을 휴학을 했었단 말이에요	1370.158	1372.038	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31480
25719	네	1370.278	1372.643	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31481
25720	내년까지 학교를 다녀야 졸업을 하는데	1372.798	1375.038	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31482
25721	이제 취업 준비를 한단 말이에요	1381.814	1383.894	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31484
25722	네	1382.574	1384.379	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31485
25723	감도 없지 않아 있고 그래서	1401.705	1403.157	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31486
25724	떠나질 못하니까 일년 정도 더	1404.077	1406.717	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31488
25725	음	1404.557	1406.627	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31489
25726	일년이 좀 걱정되긴 하는데 근데	1407.317	1409.717	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31490
25727	음	1407.677	1409.821	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31491
25728	해야지 비교해가지고 뭐 하냐 라고	1428.157	1429.534	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31492
25729	음	1428.394	1430.01	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31493
25730	불구하고 솔직히 걱정되는 건 맞잖아요	1431.334	1433.414	client	3	40	['ct', 'ct', 'ct', 'ct', 'ct']	31494
25731	그럼요 음	1432.094	1434.845	counselor	0	40	['ct', 'ct', 'ct', 'cs', 'cs']	31495
25732	걱정은 되죠 이제 금전적으로도 독립을	1443.664	1445.805	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31496
25733	응	1444.064	1447.972	counselor	0	40	['ct', 'ct', 'ct', 'ct', 'cs']	31497
25734	싶은 마음도 있고 솔직히 말해서	1446.005	1448.005	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31498
25735	사년 더 이제 매달려있게 생겼으니	1454.389	1457.709	client	1	40	['ct', 'ct', 'ct', 'ct', 'ct']	31500
25736	그 정도	1456.829	1459.527	client	1	40	['ct', 'cs', 'cs', 'ct', 'ct']	31502
25737	있는 공통 고민이신 것 같아요	1470.417	1473.897	counselor	1	40	['cs', 'cs', 'cs', 'cs', 'cs']	31503
25738	개척해서 잘 하실 것 같아요	1483.612	1485.492	counselor	0	40	['cs', 'cs', 'cs', 'cs', 'cs']	31505
